index,pdb,prot_chain,na_chain,expected_filename,found_path,exists,size,prot_chain_count,na_chain_count,note
20716,6GZ3,AL,A3,6GZ3_AL_A3.cif,datasets/PRI30k/PDBs/6GZ3_AL_A3.cif,True,307262,5,3343,orig
20717,6GZ3,Al,A3,6GZ3_Al_A3.cif,datasets/PRI30k/PDBs/6GZ3_AL_A3.cif,True,307262,445,3343,upper_all
20718,6GZ3,AN,A3,6GZ3_AN_A3.cif,datasets/PRI30k/PDBs/6GZ3_AN_A3.cif,True,409079,1702,3343,orig
20719,6GZ3,Ao,Bw,6GZ3_Ao_Bw.cif,datasets/PRI30k/PDBs/6GZ3_Ao_Bw.cif,True,199714,864,1627,orig
20720,6GZ3,AP,A3,6GZ3_AP_A3.cif,datasets/PRI30k/PDBs/6GZ3_AP_A3.cif,True,371900,1243,3343,orig
20721,6GZ3,AS,A4,6GZ3_AS_A4.cif,datasets/PRI30k/PDBs/6GZ3_AS_A4.cif,True,320274,1513,2549,orig
20722,6GZ3,AT,A4,6GZ3_AT_A4.cif,datasets/PRI30k/PDBs/6GZ3_AT_A4.cif,True,307074,5117,2549,orig
20723,6GZ3,AX,A3,6GZ3_AX_A3.cif,datasets/PRI30k/PDBs/6GZ3_AX_A3.cif,True,348815,958,3343,orig
20724,6GZ3,AY,A3,6GZ3_AY_A3.cif,datasets/PRI30k/PDBs/6GZ3_AY_A3.cif,True,357482,1065,3343,orig
20725,6GZ3,BD,Bx,6GZ3_BD_Bx.cif,datasets/PRI30k/PDBs/6GZ3_BD_Bx.cif,True,160004,1711,259,orig
20726,1GTN,L,W,1GTN_L_W.cif,datasets/PRI30k/PDBs/1GTN_L_W.cif,True,118321,857,973,orig
20727,1GTN,M,W,1GTN_M_W.cif,datasets/PRI30k/PDBs/1GTN_M_W.cif,True,119322,2115,973,orig
20728,1GTN,N,W,1GTN_N_W.cif,datasets/PRI30k/PDBs/1GTN_N_W.cif,True,118552,1193,973,orig
20729,1GTN,O,W,1GTN_O_W.cif,datasets/PRI30k/PDBs/1GTN_O_W.cif,True,119091,2918,973,orig
20730,1GTN,P,W,1GTN_P_W.cif,datasets/PRI30k/PDBs/1GTN_P_W.cif,True,118706,822,973,orig
20731,1GTN,Q,W,1GTN_Q_W.cif,datasets/PRI30k/PDBs/1GTN_Q_W.cif,True,118398,559,973,orig
20732,1GTN,R,W,1GTN_R_W.cif,datasets/PRI30k/PDBs/1GTN_R_W.cif,True,118475,697,973,orig
20733,1GTN,S,W,1GTN_S_W.cif,datasets/PRI30k/PDBs/1GTN_S_W.cif,True,118398,716,973,orig
20734,1GTN,T,W,1GTN_T_W.cif,datasets/PRI30k/PDBs/1GTN_T_W.cif,True,118321,2180,973,orig
20735,1GTN,U,W,1GTN_U_W.cif,datasets/PRI30k/PDBs/1GTN_U_W.cif,True,118244,643,973,orig
20736,1GTN,V,W,1GTN_V_W.cif,datasets/PRI30k/PDBs/1GTN_V_W.cif,True,118321,607,973,orig
20737,5F0Q,A,C,5F0Q_A_C.cif,datasets/PRI30k/PDBs/5F0Q_A_C.cif,True,136994,5266,2316,orig
20738,5F0Q,B,E,5F0Q_B_E.cif,datasets/PRI30k/PDBs/5F0Q_B_E.cif,True,133233,1721,964,orig
20739,7TQL,1,3,7TQL_1_3.cif,datasets/PRI30k/PDBs/7TQL_1_3.cif,True,532037,41869,32552,orig
20740,7M5O,A,B,7M5O_A_B.cif,datasets/PRI30k/PDBs/7M5O_A_B.cif,True,967218,38160,3001,orig
20741,7OZS,A,3,7OZS_A_3.cif,datasets/PRI30k/PDBs/7OZS_A_3.cif,True,367190,10656,16652,orig
20742,7OZS,B,3,7OZS_B_3.cif,datasets/PRI30k/PDBs/7OZS_B_3.cif,True,287708,3815,13454,orig
20743,7OZS,C,3,7OZS_C_3.cif,datasets/PRI30k/PDBs/7OZS_C_3.cif,True,346520,7304,16371,orig
20744,7OZS,F,3,7OZS_F_3.cif,datasets/PRI30k/PDBs/7OZS_F_3.cif,True,530834,4264,22815,orig
20745,7SYO,b,z,7SYO_b_z.cif,datasets/PRI30k/PDBs/7SYO_b_z.cif,True,353999,824,3551,orig
20746,7SYO,c,z,7SYO_c_z.cif,datasets/PRI30k/PDBs/7SYO_c_z.cif,True,412196,5,3551,orig
20747,7SYO,C,z,7SYO_C_z.cif,datasets/PRI30k/PDBs/7SYO_c_z.cif,True,412196,8052,3551,prot_chain_lower
20748,7SYO,d,z,7SYO_d_z.cif,datasets/PRI30k/PDBs/7SYO_d_z.cif,True,318674,544,3551,orig
20749,8QXD,21,2,8QXD_21_2.cif,datasets/PRI30k/PDBs/8QXD_21_2.cif,True,191768,1257,11285,orig
20750,8QXD,22,2,8QXD_22_2.cif,datasets/PRI30k/PDBs/8QXD_22_2.cif,True,198008,1114,12137,orig
20751,8QXD,23,2,8QXD_23_2.cif,datasets/PRI30k/PDBs/8QXD_23_2.cif,True,192782,850,11267,orig
20752,8QXD,2B,2,8QXD_2B_2.cif,datasets/PRI30k/PDBs/8QXD_2B_2.cif,True,196370,461,12022,orig
20753,8QXD,2e,2,8QXD_2e_2.cif,datasets/PRI30k/PDBs/8QXD_2e_2.cif,True,191846,403,11326,orig
20754,8QXD,2f,2,8QXD_2f_2.cif,datasets/PRI30k/PDBs/8QXD_2f_2.cif,True,188414,359,11304,orig
20755,8QXD,2g,2,8QXD_2g_2.cif,datasets/PRI30k/PDBs/8QXD_2g_2.cif,True,188804,364,11347,orig
20756,8QXD,41,4,8QXD_41_4.cif,datasets/PRI30k/PDBs/8QXD_41_4.cif,True,240831,896,11270,orig
20757,8QXD,42,4,8QXD_42_4.cif,datasets/PRI30k/PDBs/8QXD_42_4.cif,True,245255,934,11515,orig
20758,8QXD,43,4,8QXD_43_4.cif,datasets/PRI30k/PDBs/8QXD_43_4.cif,True,241463,888,11351,orig
20759,8QXD,4e,4,8QXD_4e_4.cif,datasets/PRI30k/PDBs/8QXD_4e_4.cif,True,238540,378,11215,orig
20760,8QXD,4f,4,8QXD_4f_4.cif,datasets/PRI30k/PDBs/8QXD_4f_4.cif,True,237039,359,11138,orig
20761,8QXD,4g,4,8QXD_4g_4.cif,datasets/PRI30k/PDBs/8QXD_4g_4.cif,True,237829,369,11196,orig
20762,8QXD,51,5,8QXD_51_5.cif,datasets/PRI30k/PDBs/8QXD_51_5.cif,True,199514,738,10588,orig
20763,8QXD,52,5,8QXD_52_5.cif,datasets/PRI30k/PDBs/8QXD_52_5.cif,True,204254,816,11053,orig
20764,8QXD,5b,5,8QXD_5b_5.cif,datasets/PRI30k/PDBs/8QXD_5b_5.cif,True,200778,344,10662,orig
20765,8QXD,5f,5,8QXD_5f_5.cif,datasets/PRI30k/PDBs/8QXD_5f_5.cif,True,196986,296,10418,orig
20766,8QXD,5g,5,8QXD_5g_5.cif,datasets/PRI30k/PDBs/8QXD_5g_5.cif,True,196986,296,10365,orig
20767,8QXD,63,6,8QXD_63_6.cif,datasets/PRI30k/PDBs/8QXD_63_6.cif,True,122270,595,5148,orig
20768,8QXD,68,6,8QXD_68_6.cif,datasets/PRI30k/PDBs/8QXD_68_6.cif,True,125390,645,5266,orig
20769,8QXD,8,2,8QXD_8_2.cif,datasets/PRI30k/PDBs/8QXD_8_2.cif,True,217274,7101,13088,orig
20770,8QXD,B2,2,8QXD_B2_2.cif,datasets/PRI30k/PDBs/8QXD_B2_2.cif,True,247151,1072,16529,orig
20771,8QXD,B6,2,8QXD_B6_2.cif,datasets/PRI30k/PDBs/8QXD_B6_2.cif,True,195902,455,11284,orig
20772,8QXD,D,6,8QXD_D_6.cif,datasets/PRI30k/PDBs/8QXD_D_6.cif,True,144032,716,5528,orig
20773,8QXD,J,6,8QXD_J_6.cif,datasets/PRI30k/PDBs/8QXD_J_6.cif,True,166106,991,6823,orig
20774,8QXD,L,4,8QXD_L_4.cif,datasets/PRI30k/PDBs/8QXD_L_4.cif,True,323822,2360,13833,orig
20775,8QXD,L,6,8QXD_L_6.cif,datasets/PRI30k/PDBs/8QXD_L_6.cif,True,206588,2360,7560,orig
20776,8QXD,M,4,8QXD_M_4.cif,datasets/PRI30k/PDBs/8QXD_M_4.cif,True,254558,3885,11453,orig
20777,8QXD,M,6,8QXD_M_6.cif,datasets/PRI30k/PDBs/8QXD_M_6.cif,True,137324,2382,5183,orig
20778,8QXD,R,4,8QXD_R_4.cif,datasets/PRI30k/PDBs/8QXD_R_4.cif,True,247460,684,11968,orig
20779,8QXD,R,6,8QXD_R_6.cif,datasets/PRI30k/PDBs/8QXD_R_6.cif,True,130226,684,5086,orig
20780,8QXD,S,4,8QXD_S_4.cif,datasets/PRI30k/PDBs/8QXD_S_4.cif,True,248084,674,11520,orig
20781,6ZP4,4,1,6ZP4_4_1.cif,datasets/PRI30k/PDBs/6ZP4_4_1.cif,True,217838,9795,19012,orig
20782,6ZP4,O,1,6ZP4_O_1.cif,datasets/PRI30k/PDBs/6ZP4_O_1.cif,True,292232,7774,26546,orig
20783,6ZP4,Y,1,6ZP4_Y_1.cif,datasets/PRI30k/PDBs/6ZP4_Y_1.cif,True,307586,2587,26768,orig
20784,5NWY,8,M,5NWY_8_M.cif,datasets/PRI30k/PDBs/5NWY_8_M.cif,True,204404,8305,4233,orig
20785,5NWY,b,O,5NWY_b_O.cif,datasets/PRI30k/PDBs/5NWY_b_O.cif,True,267194,900,7927,orig
20786,5NWY,i,O,5NWY_i_O.cif,datasets/PRI30k/PDBs/5NWY_i_O.cif,True,256352,783,7746,orig
20787,5NWY,j,O,5NWY_j_O.cif,datasets/PRI30k/PDBs/5NWY_j_O.cif,True,242000,568,7477,orig
20788,5NWY,L,O,5NWY_L_O.cif,datasets/PRI30k/PDBs/5NWY_L_O.cif,True,238412,725,7424,orig
20789,5NWY,m,O,5NWY_m_O.cif,datasets/PRI30k/PDBs/5NWY_m_O.cif,True,232640,473,7318,orig
20790,5NWY,S,M,5NWY_S_M.cif,datasets/PRI30k/PDBs/5NWY_S_M.cif,True,234746,1759,4638,orig
20791,5NWY,S,O,5NWY_S_O.cif,datasets/PRI30k/PDBs/5NWY_S_O.cif,True,307676,1759,8664,orig
20792,5NWY,Z,O,5NWY_Z_O.cif,datasets/PRI30k/PDBs/5NWY_Z_O.cif,True,281390,1115,8174,orig
20793,7D1A,C,B,7D1A_C_B.cif,datasets/PRI30k/PDBs/7D1A_C_B.cif,True,306194,8769,926,orig
20794,4NH6,A,B,4NH6_A_B.cif,datasets/PRI30k/PDBs/4NH6_A_B.cif,True,207320,7821,598,orig
20795,8JIV,CC,Ac,8JIV_CC_Ac.cif,datasets/PRI30k/PDBs/8JIV_CC_Ac.cif,True,518679,2845,3252,orig
20796,8JIV,CD,Ab,8JIV_CD_Ab.cif,datasets/PRI30k/PDBs/8JIV_CD_Ab.cif,True,395486,2353,2545,orig
20797,8JIV,CF,Ab,8JIV_CF_Ab.cif,datasets/PRI30k/PDBs/8JIV_CF_Ab.cif,True,372050,1879,2545,orig
20798,8JIV,CG,Ac,8JIV_CG_Ac.cif,datasets/PRI30k/PDBs/8JIV_CG_Ac.cif,True,425519,1955,3252,orig
20799,8JIV,Ch,Ac,8JIV_Ch_Ac.cif,datasets/PRI30k/PDBs/8JIV_Ch_Ac.cif,True,356584,938,3252,orig
20800,8JIV,CI,Ab,8JIV_CI_Ab.cif,datasets/PRI30k/PDBs/8JIV_CI_Ab.cif,True,348698,1601,2545,orig
20801,8JIV,CJ,Ab,8JIV_CJ_Ab.cif,datasets/PRI30k/PDBs/8JIV_CJ_Ab.cif,True,324590,1314,2545,orig
20802,8JIV,Cj,Ac,8JIV_Cj_Ac.cif,datasets/PRI30k/PDBs/8JIV_Cj_Ac.cif,True,336269,699,3252,orig
20803,8JIV,CL,Ac,8JIV_CL_Ac.cif,datasets/PRI30k/PDBs/8JIV_CL_Ac.cif,True,315189,0,3252,orig;low_chain_count
20804,8JIV,Cl,Ac,8JIV_Cl_Ac.cif,datasets/PRI30k/PDBs/8JIV_CL_Ac.cif,True,315189,451,3252,prot_chain_upper
20805,8JIV,CN,Ac,8JIV_CN_Ac.cif,datasets/PRI30k/PDBs/8JIV_CN_Ac.cif,True,422969,1719,3252,orig
20806,8JIV,CP,Ac,8JIV_CP_Ac.cif,datasets/PRI30k/PDBs/8JIV_CP_Ac.cif,True,381914,1236,3252,orig
20807,8JIV,CS,Ab,8JIV_CS_Ab.cif,datasets/PRI30k/PDBs/8JIV_CS_Ab.cif,True,337778,1471,2545,orig
20808,8JIV,CT,Ab,8JIV_CT_Ab.cif,datasets/PRI30k/PDBs/8JIV_CT_Ab.cif,True,320054,1260,2545,orig
20809,8JIV,CX,Ac,8JIV_CX_Ac.cif,datasets/PRI30k/PDBs/8JIV_CX_Ac.cif,True,355989,931,3252,orig
20810,8JIV,CY,Ac,8JIV_CY_Ac.cif,datasets/PRI30k/PDBs/8JIV_CY_Ac.cif,True,362874,1018,3252,orig
20811,6X5N,h,r,6X5N_h_r.cif,datasets/PRI30k/PDBs/6X5N_h_r.cif,True,209179,2,5,orig;low_chain_count
20812,6X5N,l,r,6X5N_l_r.cif,datasets/PRI30k/PDBs/6X5N_l_r.cif,True,203630,16,5,orig
20813,8PV7,CB,C3,8PV7_CB_C3.cif,datasets/PRI30k/PDBs/8PV7_CB_C3.cif,True,318020,2380,1836,orig
20814,8PV7,Cf,C4,8PV7_Cf_C4.cif,datasets/PRI30k/PDBs/8PV7_Cf_C4.cif,True,395510,2282,2774,orig
20815,8PV7,CI,C3,8PV7_CI_C3.cif,datasets/PRI30k/PDBs/8PV7_CI_C3.cif,True,245450,1234,1836,orig
20816,8PV7,CJ,C2,8PV7_CJ_C2.cif,datasets/PRI30k/PDBs/8PV7_CJ_C2.cif,True,521669,3116,3631,orig
20817,8PV7,Cz,C4,8PV7_Cz_C4.cif,datasets/PRI30k/PDBs/8PV7_Cz_C4.cif,True,279644,869,2774,orig
20818,8PV7,LC,C2,8PV7_LC_C2.cif,datasets/PRI30k/PDBs/8PV7_LC_C2.cif,True,492104,2751,3631,orig
20819,8PV7,LD,C4,8PV7_LD_C4.cif,datasets/PRI30k/PDBs/8PV7_LD_C4.cif,True,394198,2266,2774,orig
20820,8PV7,LG,C2,8PV7_LG_C2.cif,datasets/PRI30k/PDBs/8PV7_LG_C2.cif,True,422282,1889,3631,orig
20821,8PV7,LG,C3,8PV7_LG_C3.cif,datasets/PRI30k/PDBs/8PV7_LG_C3.cif,True,299160,1889,1836,orig
20822,8PV7,Lh,C2,8PV7_Lh_C2.cif,datasets/PRI30k/PDBs/8PV7_Lh_C2.cif,True,350516,1003,3631,orig
20823,8PV7,Lj,C2,8PV7_Lj_C2.cif,datasets/PRI30k/PDBs/8PV7_Lj_C2.cif,True,341964,699,3631,orig
20824,8PV7,LJ,C4,8PV7_LJ_C4.cif,datasets/PRI30k/PDBs/8PV7_LJ_C4.cif,True,319660,1357,2774,orig
20825,8PV7,LL,C2,8PV7_LL_C2.cif,datasets/PRI30k/PDBs/8PV7_LL_C2.cif,True,304589,0,3631,orig;low_chain_count
20826,8PV7,Ll,C2,8PV7_Ll_C2.cif,datasets/PRI30k/PDBs/8PV7_LL_C2.cif,True,304589,436,3631,upper_all
20827,8PV7,LN,C2,8PV7_LN_C2.cif,datasets/PRI30k/PDBs/8PV7_LN_C2.cif,True,407297,1767,3631,orig
20828,8PV7,LP,C2,8PV7_LP_C2.cif,datasets/PRI30k/PDBs/8PV7_LP_C2.cif,True,378056,1343,3631,orig
20829,8PV7,LX,C2,8PV7_LX_C2.cif,datasets/PRI30k/PDBs/8PV7_LX_C2.cif,True,361046,1133,3631,orig
20830,8PV7,LY,C2,8PV7_LY_C2.cif,datasets/PRI30k/PDBs/8PV7_LY_C2.cif,True,354809,1228,3631,orig
20831,4WZM,A,B,4WZM_A_B.cif,datasets/PRI30k/PDBs/4WZM_A_B.cif,True,321599,13391,641,orig
20832,4WZM,A,C,4WZM_A_C.cif,datasets/PRI30k/PDBs/4WZM_A_C.cif,True,315554,13343,5162,orig
20833,5T8Y,B,X,5T8Y_B_X.cif,datasets/PRI30k/PDBs/5T8Y_B_X.cif,True,260620,3534,107,orig
20834,7O80,Ac,AH,7O80_Ac_AH.cif,datasets/PRI30k/PDBs/7O80_Ac_AH.cif,True,188844,1751,519,orig
20835,7O80,AE,AH,7O80_AE_AH.cif,datasets/PRI30k/PDBs/7O80_AE_AH.cif,True,111156,815,519,orig
20836,7O80,Ay,AT,7O80_Ay_AT.cif,datasets/PRI30k/PDBs/7O80_Ay_AT.cif,True,206255,683,4399,orig
20837,7O80,BC,B8,7O80_BC_B8.cif,datasets/PRI30k/PDBs/7O80_BC_B8.cif,True,513918,2890,3372,orig
20838,7O80,BD,B7,7O80_BD_B7.cif,datasets/PRI30k/PDBs/7O80_BD_B7.cif,True,405434,2399,2601,orig
20839,7O80,BF,B7,7O80_BF_B7.cif,datasets/PRI30k/PDBs/7O80_BF_B7.cif,True,363962,1887,2601,orig
20840,7O80,BG,B8,7O80_BG_B8.cif,datasets/PRI30k/PDBs/7O80_BG_B8.cif,True,430852,1877,3372,orig
20841,7O80,Bh,B8,7O80_Bh_B8.cif,datasets/PRI30k/PDBs/7O80_Bh_B8.cif,True,360004,1013,3372,orig
20842,7O80,BI,AT,7O80_BI_AT.cif,datasets/PRI30k/PDBs/7O80_BI_AT.cif,True,293830,1720,5436,orig
20843,7O80,BI,B7,7O80_BI_B7.cif,datasets/PRI30k/PDBs/7O80_BI_B7.cif,True,350435,1720,2601,orig
20844,7O80,BJ,AT,7O80_BJ_AT.cif,datasets/PRI30k/PDBs/7O80_BJ_AT.cif,True,264474,1362,5078,orig
20845,7O80,Bj,B8,7O80_Bj_B8.cif,datasets/PRI30k/PDBs/7O80_Bj_B8.cif,True,334830,706,3372,orig
20846,7O80,BJ,B7,7O80_BJ_B7.cif,datasets/PRI30k/PDBs/7O80_BJ_B7.cif,True,321437,1362,2601,orig
20847,7O80,BL,B8,7O80_BL_B8.cif,datasets/PRI30k/PDBs/7O80_BL_B8.cif,True,313592,0,3372,orig;low_chain_count
20848,7O80,Bl,B8,7O80_Bl_B8.cif,datasets/PRI30k/PDBs/7O80_BL_B8.cif,True,313592,447,3372,upper_all
20849,7O80,BN,B8,7O80_BN_B8.cif,datasets/PRI30k/PDBs/7O80_BN_B8.cif,True,416748,1705,3372,orig
20850,7O80,Bo,AT,7O80_Bo_AT.cif,datasets/PRI30k/PDBs/7O80_Bo_AT.cif,True,223720,865,4581,orig
20851,7O80,BP,B8,7O80_BP_B8.cif,datasets/PRI30k/PDBs/7O80_BP_B8.cif,True,383046,1294,3372,orig
20852,7O80,BS,B7,7O80_BS_B7.cif,datasets/PRI30k/PDBs/7O80_BS_B7.cif,True,329132,1457,2601,orig
20853,7O80,BT,B7,7O80_BT_B7.cif,datasets/PRI30k/PDBs/7O80_BT_B7.cif,True,316334,1299,2601,orig
20854,7O80,BX,B8,7O80_BX_B8.cif,datasets/PRI30k/PDBs/7O80_BX_B8.cif,True,356314,968,3372,orig
20855,7O80,By,AH,7O80_By_AH.cif,datasets/PRI30k/PDBs/7O80_By_AH.cif,True,315834,3281,519,orig
20856,7O80,BY,B8,7O80_BY_B8.cif,datasets/PRI30k/PDBs/7O80_BY_B8.cif,True,368450,1116,3372,orig
20857,7O80,By,AT,7O80_By_AT.cif,datasets/PRI30k/PDBs/7O80_By_AT.cif,True,421832,3281,6997,orig
20858,5JPQ,S,3,5JPQ_S_3.cif,datasets/PRI30k/PDBs/5JPQ_S_3.cif,True,415316,2275,21109,orig
20859,5JPQ,T,3,5JPQ_T_3.cif,datasets/PRI30k/PDBs/5JPQ_T_3.cif,True,415316,7294,21417,orig
20860,5JPQ,U,3,5JPQ_U_3.cif,datasets/PRI30k/PDBs/5JPQ_U_3.cif,True,320780,1403,15943,orig
20861,5JPQ,V,3,5JPQ_V_3.cif,datasets/PRI30k/PDBs/5JPQ_V_3.cif,True,320780,668,15954,orig
20862,5JPQ,Y,3,5JPQ_Y_3.cif,datasets/PRI30k/PDBs/5JPQ_Y_3.cif,True,414068,2138,20450,orig
20863,8H1B,A,C,8H1B_A_C.cif,datasets/PRI30k/PDBs/8H1B_A_C.cif,True,177234,6391,3078,orig
20864,8H1B,B,D,8H1B_B_D.cif,datasets/PRI30k/PDBs/8H1B_B_D.cif,True,172994,2071,950,orig
20865,7XD9,A,B,7XD9_A_B.cif,datasets/PRI30k/PDBs/7XD9_A_B.cif,True,436100,17495,845,orig
20866,7XD9,A,C,7XD9_A_C.cif,datasets/PRI30k/PDBs/7XD9_A_C.cif,True,431262,17436,6680,orig
20867,7XD9,D,E,7XD9_D_E.cif,datasets/PRI30k/PDBs/7XD9_D_E.cif,True,451456,5735,2132,orig
20868,7XD9,D,F,7XD9_D_F.cif,datasets/PRI30k/PDBs/7XD9_D_F.cif,True,443737,5735,311,orig
20869,7XD9,G,H,7XD9_G_H.cif,datasets/PRI30k/PDBs/7XD9_G_H.cif,True,438591,6980,1345,orig
20870,7XD9,G,I,7XD9_G_I.cif,datasets/PRI30k/PDBs/7XD9_G_I.cif,True,433445,6994,612,orig
20871,7XD9,J,K,7XD9_J_K.cif,datasets/PRI30k/PDBs/7XD9_J_K.cif,True,451346,5024,344,orig
20872,7XD9,J,L,7XD9_J_L.cif,datasets/PRI30k/PDBs/7XD9_J_L.cif,True,438830,5024,2412,orig
20873,7XD9,M,N,7XD9_M_N.cif,datasets/PRI30k/PDBs/7XD9_M_N.cif,True,453614,10718,2716,orig
20874,7XD9,M,O,7XD9_M_O.cif,datasets/PRI30k/PDBs/7XD9_M_O.cif,True,436267,10509,7716,orig
20875,7XD9,P,Q,7XD9_P_Q.cif,datasets/PRI30k/PDBs/7XD9_P_Q.cif,True,402071,5575,251,orig
20876,7XD9,P,R,7XD9_P_R.cif,datasets/PRI30k/PDBs/7XD9_P_R.cif,True,397506,5564,1780,orig
20877,8DVR,A,B,8DVR_A_B.cif,datasets/PRI30k/PDBs/8DVR_A_B.cif,True,454115,17988,1096,orig
20878,2XZO,A,D,2XZO_A_D.cif,datasets/PRI30k/PDBs/2XZO_A_D.cif,True,404858,16510,693,orig
20879,3PEW,A,B,3PEW_A_B.cif,datasets/PRI30k/PDBs/3PEW_A_B.cif,True,323842,12758,759,orig
20880,5EEX,L,W,5EEX_L_W.cif,datasets/PRI30k/PDBs/5EEX_L_W.cif,True,123284,890,984,orig
20881,5EEX,M,W,5EEX_M_W.cif,datasets/PRI30k/PDBs/5EEX_M_W.cif,True,122094,2176,984,orig
20882,5EEX,N,W,5EEX_N_W.cif,datasets/PRI30k/PDBs/5EEX_N_W.cif,True,122094,1206,984,orig
20883,5EEX,O,W,5EEX_O_W.cif,datasets/PRI30k/PDBs/5EEX_O_W.cif,True,122248,3109,984,orig
20884,5EEX,P,W,5EEX_P_W.cif,datasets/PRI30k/PDBs/5EEX_P_W.cif,True,123440,852,984,orig
20885,5EEX,Q,W,5EEX_Q_W.cif,datasets/PRI30k/PDBs/5EEX_Q_W.cif,True,121324,586,984,orig
20886,5EEX,R,W,5EEX_R_W.cif,datasets/PRI30k/PDBs/5EEX_R_W.cif,True,121786,729,984,orig
20887,5EEX,T,W,5EEX_T_W.cif,datasets/PRI30k/PDBs/5EEX_T_W.cif,True,121478,2292,984,orig
20888,5EEX,U,W,5EEX_U_W.cif,datasets/PRI30k/PDBs/5EEX_U_W.cif,True,121401,893,984,orig
20889,5EEX,V,W,5EEX_V_W.cif,datasets/PRI30k/PDBs/5EEX_V_W.cif,True,122582,631,984,orig
20890,5TC1,D,R,5TC1_D_R.cif,datasets/PRI30k/PDBs/5TC1_D_R.cif,True,494291,1067,5436,orig
20891,5TC1,E,R,5TC1_E_R.cif,datasets/PRI30k/PDBs/5TC1_E_R.cif,True,494291,1279,5436,orig
20892,5TC1,G,R,5TC1_G_R.cif,datasets/PRI30k/PDBs/5TC1_G_R.cif,True,488864,2419,5422,orig
20893,5TC1,H,R,5TC1_H_R.cif,datasets/PRI30k/PDBs/5TC1_H_R.cif,True,494291,1086,5436,orig
20894,5TC1,M,R,5TC1_M_R.cif,datasets/PRI30k/PDBs/5TC1_M_R.cif,True,627374,10412,6102,orig
20895,6TQO,A,R,6TQO_A_R.cif,datasets/PRI30k/PDBs/6TQO_A_R.cif,True,375224,14932,1795,orig
20896,6TQO,B,R,6TQO_B_R.cif,datasets/PRI30k/PDBs/6TQO_B_R.cif,True,157838,2151,1236,orig
20897,6TQO,C,R,6TQO_C_R.cif,datasets/PRI30k/PDBs/6TQO_C_R.cif,True,203078,4716,1457,orig
20898,6TQO,E,R,6TQO_E_R.cif,datasets/PRI30k/PDBs/6TQO_E_R.cif,True,134260,1029,1191,orig
20899,6TQO,T,R,6TQO_T_R.cif,datasets/PRI30k/PDBs/6TQO_T_R.cif,True,237116,5195,1515,orig
20900,6YLY,C,3,6YLY_C_3.cif,datasets/PRI30k/PDBs/6YLY_C_3.cif,True,476390,9938,22778,orig
20901,6YLY,G,3,6YLY_G_3.cif,datasets/PRI30k/PDBs/6YLY_G_3.cif,True,402212,3243,19394,orig
20902,6YLY,G,6,6YLY_G_6.cif,datasets/PRI30k/PDBs/6YLY_G_6.cif,True,247538,2668,9651,orig
20903,6YLY,h,3,6YLY_h_3.cif,datasets/PRI30k/PDBs/6YLY_h_3.cif,True,337160,966,17418,orig
20904,6YLY,j,3,6YLY_j_3.cif,datasets/PRI30k/PDBs/6YLY_j_3.cif,True,324434,647,16678,orig
20905,6YLY,K,6,6YLY_K_6.cif,datasets/PRI30k/PDBs/6YLY_K_6.cif,True,268286,2064,10229,orig
20906,6YLY,l,3,6YLY_l_3.cif,datasets/PRI30k/PDBs/6YLY_l_3.cif,True,295976,452,15934,orig
20907,6YLY,n,3,6YLY_n_3.cif,datasets/PRI30k/PDBs/6YLY_n_3.cif,True,387314,7,19389,orig
20908,6YLY,N,3,6YLY_N_3.cif,datasets/PRI30k/PDBs/6YLY_n_3.cif,True,387314,3630,19389,prot_chain_lower
20909,6YLY,o,6,6YLY_o_6.cif,datasets/PRI30k/PDBs/6YLY_o_6.cif,True,188882,1075,7673,orig
20910,6YLY,P,3,6YLY_P_3.cif,datasets/PRI30k/PDBs/6YLY_P_3.cif,True,370622,2162,19224,orig
20911,3J7O,F,7,3J7O_F_7.cif,datasets/PRI30k/PDBs/3J7O_F_7.cif,True,359507,1870,12461,orig
20912,3J7O,G,8,3J7O_G_8.cif,datasets/PRI30k/PDBs/3J7O_G_8.cif,True,425846,3750,16351,orig
20913,3J7O,h,8,3J7O_h_8.cif,datasets/PRI30k/PDBs/3J7O_h_8.cif,True,351407,1017,13065,orig
20914,3J7O,I,7,3J7O_I_7.cif,datasets/PRI30k/PDBs/3J7O_I_7.cif,True,346790,1899,12741,orig
20915,3J7O,J,7,3J7O_J_7.cif,datasets/PRI30k/PDBs/3J7O_J_7.cif,True,318116,1359,11633,orig
20916,3J7O,j,8,3J7O_j_8.cif,datasets/PRI30k/PDBs/3J7O_j_8.cif,True,326459,707,12406,orig
20917,3J7O,L,8,3J7O_L_8.cif,datasets/PRI30k/PDBs/3J7O_L_8.cif,True,305156,178,11718,orig
20918,3J7O,l,8,3J7O_l_8.cif,datasets/PRI30k/PDBs/3J7O_L_8.cif,True,305156,460,11718,upper_all
20919,3J7O,N,8,3J7O_N_8.cif,datasets/PRI30k/PDBs/3J7O_N_8.cif,True,406973,3702,14848,orig
20920,3J7O,P,8,3J7O_P_8.cif,datasets/PRI30k/PDBs/3J7O_P_8.cif,True,369875,2022,14418,orig
20921,3J7O,S,7,3J7O_S_7.cif,datasets/PRI30k/PDBs/3J7O_S_7.cif,True,325811,1857,11562,orig
